user	hotel
362	56
363	56
364	56
365	39
366	39
367	37
368	56
369	56
370	56
371	56
372	39
373	39
374	56
375	56
376	56
377	56
378	56
379	56
380	56
381	56
382	56
383	56
384	39
385	56
386	39
387	56
388	56
389	56
390	39
391	56
392	56
393	56
394	56
395	39
396	56
397	56
398	56
399	56
400	56
401	56
402	56
403	39
404	39
405	56
406	56
407	56
408	39
409	56
410	60
411	56
412	56
413	56
414	56
415	60
416	39
417	56
418	39
419	56
420	56
421	56
422	56
423	56
424	56
425	56
426	56
427	56
428	56
429	39
430	39
431	56
432	39
433	39
434	56
435	56
436	56
437	56
438	56
439	39
440	56
441	56
442	56
443	39
444	39
445	56
446	39
447	39
448	39
449	56
450	56
451	56
452	56
453	56
454	39
455	56
456	56
457	56
458	56
459	37
460	56
461	56
462	39
463	39
464	56
465	56
466	56
467	56
468	56
469	56
470	17
471	56
472	56
473	56
474	56
475	56
476	56
477	56
478	39
479	56
480	56
481	56
482	56
483	39
484	56
485	39
486	56
487	56
488	56
489	56
490	39
491	56
492	56
493	56
494	56
495	56
496	39
497	56
498	56
499	56
500	56
501	56
502	56
503	39
504	56
505	56
506	39
507	56
508	56
509	56
510	56
511	56
512	56
513	56
514	39
515	56
516	56
517	56
518	56
519	60
520	56
521	39
522	56
523	39
524	56
525	56
526	39
527	56
528	56
529	56
530	56
531	56
532	56
533	56
534	56
535	56
536	56
537	56
538	56
539	39
540	56
541	56
542	56
543	56
544	56
545	56
546	56
547	56
548	56
549	56
550	56
551	56
552	17
553	39
554	56
555	39
556	56
557	39
558	56
559	39
560	56
561	56
562	56
563	56
564	56
565	56
566	56
567	56
568	56
569	60
570	56
571	56
572	56
573	56
574	56
575	56
576	56
577	56
578	56
579	39
580	56
581	56
582	56
583	56
584	56
585	56
586	56
587	56
588	56
589	39
590	56
591	56
592	56
593	56
594	39
595	39
596	39
597	56
598	56
599	39
600	56
601	56
602	56
603	39
604	56
605	56
606	56
607	56
608	60
609	56
610	56
611	39
612	56
613	56
614	39
615	56
616	56
617	56
618	60
619	56
620	39
621	39
622	56
623	60
624	56
625	56
626	39
627	56
628	56
629	56
630	56
631	56
632	56
633	56
634	56
635	56
636	39
637	56
638	56
639	60
640	56
641	56
642	56
643	56
644	56
645	39
646	56
647	39
648	56
649	56
650	60
651	39
652	56
653	39
654	56
655	56
656	56
657	56
658	39
659	56
660	56
661	56
662	39
663	39
664	56
665	56
666	56
667	56
668	56
669	56
670	56
671	56
672	56
673	39
674	56
675	56
676	56
677	56
678	56
679	56
680	39
681	56
682	56
683	56
684	56
685	56
686	56
687	56
688	56
689	56
690	56
691	56
692	39
693	56
694	39
695	56
696	56
697	56
698	56
699	56
700	56
701	39
702	56
703	56
704	56
705	56
706	56
707	37
708	39
709	39
710	56
711	56
712	56
713	56
714	56
715	56
716	56
717	56
718	39
719	56
720	56
721	56
722	56
723	56
724	39
725	56
726	56
727	39
728	56
729	56
730	56
731	56
732	56
733	56
734	56
735	56
736	56
737	56
738	56
739	56
740	56
741	56
742	39
743	56
744	56
745	56
746	56
747	60
748	56
749	56
750	37
751	39
752	56
753	56
754	56
755	39
756	56
757	56
758	56
759	56
760	56
761	56
762	56
763	56
764	56
765	56
766	37
767	56
768	56
769	56
770	39
771	56
772	56
773	39
774	56
775	39
776	56
777	39
778	56
779	39
780	56
781	39
782	60
783	39
784	56
785	60
786	39
787	56
788	39
789	56
790	39
791	56
792	56
793	56
794	39
795	56
796	56
797	56
798	39
799	56
800	56
801	56
802	56
803	56
804	56
805	56
806	56
807	56
808	56
809	56
810	56
811	56
812	39
813	56
814	56
815	60
816	60
817	56
818	56
819	39
820	56
821	60
822	56
823	56
824	56
825	39
826	56
827	56
828	56
829	56
830	56
831	39
832	56
833	56
834	39
835	56
836	56
837	39
838	56
839	56
840	56
841	56
842	56
843	39
844	56
845	56
846	56
847	56
848	39
849	56
850	60
851	39
852	56
853	56
854	56
855	56
856	56
857	56
858	56
859	56
860	56
861	39
862	56
863	56
864	60
865	39
866	56
867	56
868	56
869	56
870	56
871	56
872	56
873	56
874	56
875	39
876	39
877	56
878	60
879	39
880	56
881	56
882	56
883	39
884	56
885	56
886	56
887	56
888	56
889	39
890	56
891	56
892	60
893	56
894	56
895	56
896	56
897	56
898	39
899	56
900	56
901	39
902	56
903	39
904	56
905	56
906	56
907	56
908	56
909	56
910	56
911	56
912	56
913	56
914	56
915	56
916	56
917	39
918	56
919	39
920	56
921	39
922	56
923	56
924	39
925	39
926	56
927	60
928	56
929	56
930	56
931	56
932	56
933	39
934	39
935	39
936	56
937	56
938	56
939	56
940	56
941	56
942	39
943	56
944	56
945	56
946	56
947	56
948	39
949	56
950	56
951	56
952	56
953	39
954	56
955	39
956	56
957	56
958	56
959	56
960	56
961	56
962	56
963	39
964	56
965	56
966	56
967	56
968	60
969	56
970	56
971	39
972	56
973	56
974	39
975	39
976	56
977	56
978	56
979	56
980	56
981	56
982	39
983	56
984	56
985	56
986	56
987	39
988	56
989	39
990	56
991	56
992	56
993	39
994	39
995	39
996	39
997	56
998	56
999	56
1000	56
1001	56
1002	56
1003	56
1004	60
1005	56
1006	39
1007	56
1008	56
1009	39
1010	56
1011	39
1012	56
1013	56
1014	56
1015	56
1016	39
1017	56
1018	56
1019	56
1020	56
1021	39
1022	56
1023	56
1024	56
1025	56
1026	56
1027	56
1028	56
1029	56
1030	39
1031	56
1032	56
1033	37
1034	56
1035	39
1036	39
1037	56
1038	56
1039	56
1040	56
1041	56
1042	56
1043	56
1044	60
1045	39
1046	60
1047	39
1048	56
1049	56
1050	56
1051	56
1052	56
1053	56
1054	56
1055	56
1056	39
1057	56
1058	56
1059	39
1060	56
1061	56
1062	56
1063	56
1064	56
1065	56
1066	56
1067	39
1068	39
1069	56
1070	56
1071	56
1072	56
1073	39
1074	39
1075	39
1076	39
1077	56
1078	56
1079	56
1080	60
1081	56
1082	56
1083	56
1084	39
1085	56
1086	56
1087	56
1088	56
1089	56
1090	56
1091	56
1092	56
1093	56
1094	56
1095	39
1096	56
1097	56
1098	56
1099	56
1100	56
1101	56
1102	39
1103	56
1104	56
1105	56
1106	56
1107	56
1108	56
1109	56
1110	56
1111	56
1112	39
1113	56
1114	56
1115	56
1116	56
1117	56
1118	56
1119	39
1120	56
1121	39
1122	56
1123	56
1124	39
1125	56
1126	56
1127	56
1128	56
1129	39
1130	56
1131	56
1132	56
1133	56
1134	56
1135	56
1136	56
1137	39
1138	56
1139	56
1140	56
1141	56
1142	56
1143	39
1144	56
1145	56
1146	39
1147	56
1148	56
1149	56
1150	56
1151	56
1152	56
1153	56
1154	56
1155	56
1156	39
1157	56
1158	56
1159	39
1160	56
1161	56
1162	56
1163	56
1164	56
1165	56
1166	56
1167	56
1168	56
1169	56
1170	56
1171	56
1172	56
1173	39
1174	56
1175	56
1176	56
1177	56
1178	56
1179	39
1180	56
1181	39
1182	56
1183	56
1184	56
1185	56
1186	56
1187	56
1188	60
1189	56
1190	56
1191	60
1192	39
1193	39
1194	39
1195	56
1196	39
1197	56
1198	56
1199	56
1200	56
1201	56
1202	56
1203	39
1204	56
1205	39
1206	56
1207	56
1208	56
1209	56
1210	56
1211	60
1212	56
1213	56
1214	39
1215	56
1216	56
1217	39
1218	56
1219	56
1220	56
1221	56
1222	56
1223	56
1224	56
1225	56
1226	56
1227	39
1228	56
1229	56
1230	56
1231	56
1232	56
1233	39
1234	56
1235	56
1236	56
1237	56
1238	56
1239	39
1240	56
1241	56
1242	56
1243	39
1244	56
1245	56
1246	56
1247	56
1248	56
1249	56
1250	39
1251	56
1252	56
1253	56
1254	37
1255	56
1256	39
1257	56
1258	39
1259	6
1260	39
1261	56
1262	60
1263	56
1264	56
1265	56
1266	56
1267	56
1268	56
1269	39
1270	56
1271	56
1272	56
1273	56
1274	39
1275	56
1276	56
1277	56
1278	39
1279	56
1280	56
1281	56
1282	56
1283	39
1284	56
1285	56
1286	56
1287	56
1288	56
1289	56
1290	56
1291	56
1292	56
1293	56
1294	56
1295	56
1296	56
1297	60
1298	56
1299	56
1300	56
1301	39
1302	56
1303	56
1304	56
1305	56
1306	56
1307	56
1308	56
1309	56
1310	56
1311	56
1312	56
1313	56
1314	56
1315	39
1316	39
1317	56
1318	56
1319	56
1320	56
1321	56
1322	39
1323	56
1324	56
1325	56
1326	56
1327	56
1328	56
1329	56
1330	56
1331	56
1332	39
1333	56
1334	39
1335	60
1336	56
1337	56
1338	39
1339	39
1340	56
1341	56
1342	56
1343	56
1344	56
1345	39
1346	56
1347	56
1348	39
1349	39
1350	56
1351	39
1352	56
1353	56
1354	39
1355	56
1356	56
1357	56
1358	56
1359	56
1360	56
1361	56
1362	56
1363	56
1364	56
1365	56
1366	56
1367	37
1368	39
1369	39
1370	39
1371	56
1372	39
1373	56
1374	39
1375	56
1376	39
1377	56
1378	56
1379	56
1380	39
1381	56
1382	56
1383	56
1384	56
1385	56
1386	56
1387	56
1388	56
1389	39
1390	56
1391	56
1392	56
1393	56
1394	56
1395	56
1396	56
1397	56
1398	39
1399	56
1400	56
1401	56
1402	39
1403	56
1404	39
1405	56
1406	60
1407	56
1408	39
1409	56
1410	56
1411	56
1412	56
1413	56
1414	56
1415	56
1416	56
1417	56
1418	56
1419	37
1420	56
1421	37
1422	39
1423	56
1424	56
1425	56
1426	56
1427	39
1428	56
1429	56
1430	56
1431	39
1432	56
1433	56
1434	39
1435	56
1436	56
1437	56
1438	56
1439	56
1440	39
1441	56
1442	39
1443	56
1444	56
1445	60
1446	56
1447	56
1448	56
1449	39
1450	56
1451	56
1452	56
1453	56
1454	39
1455	56
1456	56
1457	56
1458	56
1459	39
1460	39
1461	56
1462	39
1463	56
1464	56
1465	56
1466	39
1467	56
1468	56
1469	39
1470	56
1471	56
1472	56
1473	39
1474	56
1475	56
1476	56
1477	56
1478	56
1479	39
1480	56
1481	39
1482	56
1483	56
1484	56
1485	56
1486	39
1487	56
1488	56
1489	39
1490	39
1491	39
1492	39
1493	39
1494	56
1495	56
1496	56
1497	60
1498	39
1499	39
1500	39
1501	56
1502	56
1503	56
1504	39
1505	56
1506	39
1507	56
1508	56
1509	39
1510	56
1511	39
1512	56
1513	56
1514	56
1515	56
1516	56
1517	39
1518	56
1519	56
1520	56
1521	56
1522	56
1523	56
1524	18
1525	56
1526	56
1527	56
1528	56
1529	56
1530	56
1531	39
1532	56
1533	56
1534	56
1535	56
1536	39
1537	56
1538	56
1539	56
1540	56
1541	56
1542	56
1543	56
1544	56
1545	56
1546	56
1547	39
1548	56
1549	39
1550	56
1551	56
1552	56
1553	56
1554	56
1555	39
1556	56
1557	56
1558	56
1559	39
1560	56
1561	39
1562	56
1563	39
1564	56
1565	56
1566	56
1567	56
1568	56
1569	56
1570	56
1571	56
1572	56
1573	56
1574	56
1575	56
1576	56
1577	56
1578	56
1579	39
1580	56
1581	39
1582	56
1583	39
1584	39
1585	56
1586	56
1587	39
1588	39
1589	39
1590	39
1591	56
1592	39
1593	39
1594	37
1595	39
1596	56
1597	56
1598	56
1599	56
1600	39
1601	56
1602	56
1603	56
1604	56
1605	56
1606	56
1607	56
1608	56
1609	56
1610	56
1611	56
1612	39
1613	56
1614	56
1615	56
1616	56
1617	56
1618	56
1619	56
1620	56
1621	56
1622	56
1623	56
1624	39
1625	56
1626	56
1627	56
1628	56
1629	39
1630	56
1631	56
1632	39
1633	39
1634	56
1635	56
1636	60
1637	39
1638	56
1639	39
1640	60
1641	56
1642	56
1643	56
1644	60
1645	56
1646	56
1647	56
1648	56
1649	56
1650	56
1651	39
1652	39
1653	56
1654	56
1655	56
1656	56
1657	56
1658	39
1659	37
1660	56
1661	56
1662	56
1663	60
1664	56
1665	56
1666	56
1667	39
1668	56
1669	39
1670	56
1671	39
1672	56
1673	56
1674	56
1675	56
1676	56
1677	56
1678	56
1679	56
1680	56
1681	56
1682	56
1683	56
1684	60
1685	39
1686	39
1687	56
1688	56
1689	56
1690	56
1691	56
1692	56
1693	56
1694	56
1695	56
1696	56
1697	39
1698	39
1699	56
1700	39
1701	56
1702	56
1703	56
1704	39
1705	39
1706	56
1707	39
1708	39
1709	56
1710	56
1711	56
1712	56
1713	39
1714	56
1715	56
1716	56
1717	56
1718	39
1719	56
1720	56
1721	39
1722	56
1723	56
1724	56
1725	39
1726	56
1727	56
1728	56
1729	56
1730	39
1731	56
1732	56
1733	56
1734	39
1735	56
1736	39
1737	56
1738	56
1739	56
1740	56
1741	56
1742	56
1743	56
1744	56
1745	56
1746	56
1747	56
1748	56
1749	56
1750	39
1751	56
1752	56
1753	39
1754	56
1755	39
1756	39
1757	56
1758	56
1759	56
1760	56
1761	56
1762	39
1763	60
1764	56
1765	39
1766	56
1767	56
1768	39
1769	56
1770	39
1771	56
1772	39
1773	39
1774	56
1775	56
1776	56
1777	39
1778	56
1779	56
1780	56
1781	56
1782	56
1783	56
1784	56
1785	39
1786	56
1787	56
1788	39
1789	56
1790	39
1791	56
1792	56
1793	56
1794	39
1795	56
1796	56
1797	56
1798	56
1799	39
1800	56
1801	56
1802	56
1803	39
1804	56
1805	56
1806	56
1807	56
1808	56
1809	56
1810	56
1811	56
1812	39
1813	56
1814	56
1815	56
1816	56
1817	56
1818	56
1819	39
1820	56
1821	56
1822	37
1823	56
1824	56
1825	37
1826	56
1827	56
1828	56
1829	56
1830	56
1831	56
1832	56
1833	56
1834	60
1835	56
1836	56
1837	56
1838	37
1839	56
1840	56
1841	56
1842	56
1843	56
1844	56
1845	56
1846	56
1847	56
1848	56
1849	60
1850	60
1851	56
1852	56
1853	56
1854	56
1855	56
1856	56
1857	56
1858	56
1859	56
1860	56
1861	39
1862	56
1863	56
1864	56
1865	56
1866	56
1867	56
1868	56
1869	56
1870	56
1871	56
1872	56
1873	56
1874	56
1875	39
1876	56
1877	39
1878	56
1879	39
1880	56
1881	56
1882	56
1883	56
1884	39
1885	60
1886	56
1887	56
1888	56
1889	39
1890	56
1891	39
1892	56
1893	56
1894	60
1895	56
1896	56
1897	39
1898	56
1899	56
1900	56
1901	39
1902	56
1903	39
1904	39
1905	56
1906	56
1907	39
1908	39
1909	60
1910	39
1911	56
1912	56
1913	56
1914	56
1915	39
1916	56
1917	56
1918	56
1919	56
1920	37
1921	56
1922	56
1923	56
1924	56
1925	56
1926	56
1927	56
1928	56
1929	56
1930	56
1931	56
1932	39
1933	56
1934	39
1935	39
1936	39
1937	56
1938	56
1939	56
1940	56
1941	56
1942	60
1943	56
1944	39
1945	60
1946	56
1947	56
1948	56
1949	56
1950	56
1951	56
1952	39
1953	56
1954	56
1955	39
1956	39
1957	39
1958	56
1959	56
1960	56
1961	60
1962	56
1963	56
1964	56
1965	56
1966	56
1967	56
1968	56
1969	56
1970	56
1971	56
1972	56
1973	39
1974	56
1975	56
1976	56
1977	56
1978	56
1979	56
1980	56
1981	56
1982	56
1983	39
1984	56
1985	56
1986	56
1987	56
1988	56
1989	56
1990	56
1991	56
1992	39
1993	39
1994	56
1995	56
1996	56
1997	56
1998	56
1999	56
2000	39
2001	56
2002	56
2003	56
2004	39
2005	56
2006	56
2007	56
2008	56
2009	56
2010	60
2011	56
2012	39
2013	56
2014	39
2015	56
2016	56
2017	56
2018	56
2019	60
2020	56
2021	56
2022	56
2023	56
2024	56
2025	56
2026	39
2027	56
2028	56
2029	56
2030	56
2031	56
2032	39
2033	56
2034	56
2035	56
2036	56
2037	60
2038	56
2039	39
2040	56
2041	56
2042	56
2043	39
2044	56
2045	56
2046	56
2047	39
2048	56
2049	56
2050	56
2051	56
2052	56
2053	56
2054	60
2055	39
2056	56
2057	56
2058	56
2059	56
2060	56
2061	56
2062	56
2063	56
2064	56
2065	56
2066	56
2067	56
2068	56
2069	39
2070	39
2071	56
2072	56
2073	56
2074	39
2075	56
2076	56
2077	39
2078	56
2079	39
2080	56
2081	17
2082	56
2083	56
2084	56
2085	56
2086	56
2087	56
2088	56
2089	56
2090	56
2091	56
2092	39
2093	56
2094	39
2095	56
2096	56
2097	39
2098	56
2099	56
2100	56
2101	56
2102	39
2103	56
2104	56
2105	56
2106	56
2107	56
2108	56
2109	56
2110	39
2111	56
2112	56
2113	56
2114	39
2115	56
2116	56
2117	56
2118	56
2119	56
2120	56
2121	60
2122	56
2123	56
2124	39
2125	56
2126	56
2127	56
2128	56
2129	39
2130	56
2131	56
2132	56
2133	56
2134	56
2135	17
2136	56
2137	39
2138	39
2139	56
2140	56
2141	56
2142	39
2143	56
2144	56
2145	56
2146	56
2147	39
2148	56
2149	39
2150	56
2151	56
2152	56
2153	56
2154	56
2155	56
2156	56
2157	56
2158	56
2159	39
2160	56
2161	56
2162	56
2163	56
2164	56
2165	56
2166	56
2167	56
2168	56
2169	56
2170	56
2171	60
2172	56
2173	56
2174	56
2175	37
2176	56
2177	56
2178	39
2179	56
2180	56
2181	56
2182	56
2183	56
2184	56
2185	56
2186	56
2187	56
2188	56
2189	60
2190	56
2191	56
2192	56
2193	56
2194	56
2195	56
2196	56
2197	56
2198	56
2199	56
2200	56
2201	39
2202	56
2203	56
2204	56
2205	56
2206	56
2207	56
2208	56
2209	56
2210	56
2211	56
2212	39
2213	56
2214	56
2215	56
2216	56
2217	56
2218	39
2219	56
2220	39
2221	56
2222	56
2223	56
2224	56
2225	39
2226	56
2227	56
2228	56
2229	56
2230	39
2231	60
2232	56
2233	56
2234	56
2235	56
2236	39
2237	56
2238	56
2239	56
2240	56
2241	56
2242	56
2243	39
2244	39
2245	56
2246	56
2247	56
2248	56
2249	56
2250	56
2251	56
2252	56
2253	56
2254	56
2255	56
2256	56
2257	56
2258	39
2259	56
2260	56
2261	39
2262	56
2263	56
2264	56
2265	60
2266	56
2267	56
2268	56
2269	39
2270	56
2271	39
2272	56
2273	56
2274	56
2275	56
2276	56
2277	56
2278	56
2279	39
2280	39
2281	39
2282	56
2283	39
2284	56
2285	39
2286	56
2287	56
2288	56
2289	56
2290	56
2291	56
2292	56
2293	39
2294	56
2295	39
2296	56
2297	56
2298	56
2299	56
2300	56
2301	56
2302	56
2303	56
2304	56
2305	56
2306	56
2307	56
2308	39
2309	56
2310	56
2311	56
2312	56
2313	37
2314	56
2315	56
2316	56
2317	56
2318	56
2319	56
2320	39
2321	60
2322	39
2323	56
2324	56
2325	39
2326	56
2327	56
2328	56
2329	56
2330	56
2331	56
2332	39
2333	56
2334	56
2335	56
2336	56
2337	39
2338	56
2339	56
2340	56
2341	56
2342	56
2343	39
2344	56
2345	39
2346	56
2347	39
2348	56
2349	56
2350	56
2351	56
2352	39
2353	39
2354	39
2355	56
2356	56
2357	39
2358	56
2359	56
2360	56
2361	56
2362	39
2363	56
2364	56
2365	56
2366	39
2367	56
2368	56
2369	56
2370	39
2371	39
2372	56
2373	56
2374	56
2375	56
2376	56
2377	37
2378	56
2379	56
2380	56
2381	56
2382	56
2383	60
2384	56
2385	56
2386	39
2387	39
2388	56
2389	56
2390	56
2391	56
2392	39
2393	37
2394	60
2395	56
2396	56
2397	56
2398	56
2399	56
2400	56
2401	56
2402	39
2403	56
2404	39
2405	39
2406	56
2407	56
2408	56
2409	56
2410	56
2411	56
2412	56
2413	56
2414	56
2415	56
2416	39
2417	56
2418	56
2419	56
2420	56
2421	56
2422	56
2423	39
2424	56
2425	39
2426	56
2427	39
2428	60
2429	56
2430	56
2431	56
2432	60
2433	56
2434	56
2435	56
2436	56
2437	56
2438	56
2439	56
2440	56
2441	56
2442	56
2443	56
2444	56
2445	56
2446	60
2447	56
2448	56
2449	56
2450	39
2451	56
2452	60
2453	56
2454	60
2455	56
2456	39
2457	56
2458	60
2459	56
2460	56
2461	56
2462	56
2463	56
2464	56
2465	56
2466	56
2467	56
2468	39
2469	6
2470	56
2471	56
2472	56
2473	56
2474	56
2475	39
2476	56
2477	56
2478	56
2479	56
2480	56
2481	56
2482	56
2483	56
2484	56
2485	39
2486	56
2487	37
2488	56
2489	39
2490	56
2491	56
2492	56
2493	56
2494	56
2495	56
2496	56
2497	39
2498	56
2499	56
2500	56
2501	56
2502	56
2503	39
2504	56
2505	56
2506	39
2507	56
2508	56
2509	56
2510	56
2511	39
2512	56
2513	39
2514	56
2515	60
2516	39
2517	56
2518	56
2519	56
2520	56
2521	56
2522	56
2523	56
2524	56
2525	56
2526	56
2527	56
2528	56
2529	56
2530	39
2531	56
2532	56
2533	56
2534	56
2535	39
2536	56
2537	56
2538	56
2539	56
2540	56
2541	56
2542	39
2543	39
2544	39
2545	56
2546	39
2547	39
2548	56
2549	56
2550	56
2551	39
2552	56
2553	56
2554	39
2555	56
2556	56
2557	60
2558	56
2559	37
2560	56
2561	56
2562	56
2563	39
2564	56
2565	56
2566	39
2567	39
2568	56
2569	39
2570	56
2571	39
2572	56
2573	39
2574	56
2575	56
2576	56
2577	56
2578	56
2579	56
2580	56
2581	39
2582	56
2583	56
2584	56
2585	56
2586	56
2587	56
2588	56
2589	56
2590	56
2591	56
2592	39
2593	39
2594	56
2595	56
2596	39
2597	56
2598	56
2599	39
2600	56
2601	56
2602	56
2603	39
2604	56
2605	56
2606	56
2607	56
2608	39
2609	56
2610	39
2611	56
2612	56
2613	56
2614	56
2615	56
2616	56
2617	39
2618	56
2619	39
2620	56
2621	56
2622	56
2623	56
2624	56
2625	39
2626	56
2627	56
2628	56
2629	56
2630	56
2631	56
2632	39
2633	39
2634	56
2635	56
2636	39
2637	39
2638	56
2639	56
2640	56
2641	56
2642	56
2643	56
2644	56
2645	39
2646	56
2647	56
2648	39
2649	56
2650	56
2651	56
2652	6
2653	56
2654	39
2655	56
2656	35
2657	56
2658	56
2659	56
2660	56
2661	56
2662	60
2663	56
2664	56
2665	56
2666	39
2667	56
2668	56
2669	56
2670	56
2671	56
2672	56
2673	56
2674	56
2675	39
2676	56
2677	56
2678	56
2679	56
2680	56
2681	56
2682	60
2683	56
2684	56
2685	56
2686	56
2687	56
2688	56
2689	56
2690	56
2691	56
2692	56
2693	56
2694	56
2695	56
2696	56
2697	56
2698	56
2699	56
2700	17
2701	56
2702	56
2703	56
2704	56
2705	39
2706	56
2707	56
2708	56
2709	56
2710	56
2711	56
2712	56
2713	56
2714	56
2715	56
2716	56
2717	37
2718	39
2719	39
2720	56
2721	56
2722	56
2723	56
2724	56
2725	56
2726	56
2727	56
2728	39
2729	56
2730	56
2731	56
2732	56
2733	56
2734	56
2735	56
2736	56
2737	56
2738	56
2739	56
2740	56
2741	56
2742	56
2743	56
2744	39
2745	56
2746	56
2747	56
2748	56
2749	56
2750	56
2751	56
2752	39
2753	39
2754	56
2755	60
2756	60
2757	56
2758	56
2759	56
2760	39
2761	56
2762	56
2763	56
2764	56
2765	39
2766	56
2767	56
2768	56
2769	56
2770	56
2771	56
2772	56
2773	56
2774	39
2775	56
2776	60
2777	56
2778	56
2779	39
2780	56
2781	56
2782	56
2783	56
2784	56
2785	56
2786	60
2787	56
2788	56
2789	6
2790	39
2791	56
2792	56
2793	56
2794	56
2795	56
2796	39
2797	39
2798	39
2799	56
2800	56
2801	56
2802	56
2803	56
2804	56
2805	56
2806	17
2807	39
2808	56
2809	56
2810	56
2811	39
2812	56
2813	56
2814	39
2815	56
2816	56
2817	56
2818	56
2819	56
2820	56
2821	37
2822	56
2823	56
2824	56
2825	60
2826	56
2827	56
2828	39
2829	39
2830	56
2831	56
2832	56
2833	56
2834	56
2835	56
2836	56
2837	56
2838	56
2839	56
2840	56
2841	56
2842	56
2843	56
2844	56
2845	56
2846	56
2847	39
2848	39
2849	56
2850	56
2851	39
2852	56
2853	56
2854	56
2855	56
2856	56
2857	56
2858	56
2859	56
2860	56
2861	56
2862	56
2863	56
2864	56
2865	39
2866	56
2867	39
2868	56
2869	56
2870	56
2871	39
2872	56
2873	39
2874	56
2875	56
2876	56
2877	56
2878	56
2879	56
2880	56
2881	56
2882	56
2883	60
2884	56
2885	56
2886	56
2887	56
2888	56
2889	39
2890	39
2891	56
2892	56
2893	56
2894	39
2895	39
2896	56
2897	56
2898	56
2899	56
2900	56
2901	56
2902	39
2903	60
2904	56
2905	60
2906	56
2907	56
2908	56
2909	56
2910	56
2911	39
2912	56
2913	56
2914	56
2915	39
2916	56
2917	56
2918	39
2919	39
2920	56
2921	56
2922	56
2923	39
2924	56
2925	56
2926	56
2927	56
2928	56
2929	56
2930	56
2931	56
2932	56
2933	56
2934	39
2935	56
2936	39
2937	56
2938	56
2939	56
2940	56
2941	56
2942	56
2943	56
2944	56
2945	56
2946	39
2947	56
2948	56
2949	39
2950	56
2951	56
2952	39
2953	39
2954	60
2955	56
2956	39
2957	56
2958	56
2959	39
2960	56
2961	56
2962	56
2963	56
2964	56
2965	56
2966	39
2967	56
2968	56
2969	56
2970	56
2971	56
2972	56
2973	39
2974	56
2975	56
2976	56
2977	56
2978	56
2979	39
2980	56
2981	56
2982	39
2983	56
2984	56
2985	56
2986	56
2987	56
2988	56
2989	56
2990	39
2991	56
2992	39
2993	56
2994	56
2995	56
2996	56
2997	39
