user	hotel
264	3
265	63
266	37
267	56
268	59
269	39
270	56
271	45
272	10
273	13
274	37
275	7
276	2
277	18
278	39
279	45
280	56
281	3
282	56
283	7
284	43
285	57
286	17
287	56
288	45
289	66
290	60
291	56
292	56
293	60
294	39
295	8
296	39
297	59
298	37
299	2
300	59
301	56
302	39
303	46
304	56
305	6
306	66
307	24
308	43
309	56
310	59
311	37
312	33
313	56
314	45
315	17
316	56
317	65
318	39
319	27
320	29
321	56
322	2
323	2
324	56
325	56
326	66
327	45
328	17
329	56
330	10
331	56
332	56
333	56
334	56
335	56
336	57
337	56
338	45
339	17
340	56
341	10
342	55
343	62
344	37
345	39
346	39
347	43
348	3
349	37
350	37
351	56
352	59
353	37
354	57
355	13
356	6
357	66
358	37
359	60
360	60
361	27
362	59
363	39
364	39
365	37
366	55
367	3
368	2
369	39
370	60
371	39
372	59
373	60
374	19
375	56
376	3
377	56
378	6
379	56
380	56
381	17
382	10
383	56
384	17
385	39
386	45
387	45
388	2
389	56
390	59
391	2
392	39
393	39
394	56
395	59
396	39
397	20
398	56
399	45
400	6
401	56
402	45
403	60
404	59
405	53
406	56
407	53
408	59
409	56
410	17
411	45
412	56
413	59
414	27
415	37
416	59
417	56
418	57
419	56
420	39
421	37
422	56
423	56
424	56
425	13
426	56
427	6
428	2
429	17
430	66
431	56
432	39
433	17
434	56
435	56
436	2
437	27
438	56
439	17
440	37
441	45
442	56
443	66
444	60
445	2
446	39
447	37
448	17
449	52
450	45
451	56
452	57
453	56
454	60
455	59
456	49
457	60
458	10
459	46
460	37
461	39
462	39
463	59
464	57
465	56
466	6
467	6
468	10
469	39
470	3
471	45
472	56
473	4
474	17
475	2
476	15
477	36
478	59
479	17
480	10
481	56
482	6
483	43
484	56
485	59
486	56
487	59
488	56
489	56
490	45
491	60
492	27
493	37
494	56
495	59
496	43
497	17
498	2
499	57
500	56
501	56
502	41
503	60
504	2
505	59
506	60
507	60
508	56
509	39
510	59
511	56
512	56
513	56
514	39
515	56
516	56
517	56
518	43
519	55
520	56
521	59
522	56
523	49
524	14
525	56
526	17
527	56
528	56
529	56
530	56
531	56
532	56
533	56
534	56
535	56
536	15
537	56
538	57
539	38
540	59
541	10
542	56
543	56
544	10
545	56
546	3
547	6
548	56
549	2
550	59
551	56
552	43
553	46
554	6
555	66
556	56
557	59
558	63
559	59
560	56
561	56
562	24
563	56
564	56
565	45
566	18
567	6
568	45
569	17
570	56
571	60
572	56
573	56
574	56
575	3
576	56
577	39
578	60
579	39
580	66
581	10
582	56
583	56
584	56
585	57
586	56
587	37
588	39
589	66
590	59
591	2
592	62
593	59
594	38
595	66
596	38
597	56
598	61
599	14
600	56
601	19
602	17
603	37
604	56
605	28
606	39
607	2
608	17
609	56
610	3
611	43
612	10
613	56
614	6
615	63
616	37
617	56
618	49
619	39
620	37
621	3
622	56
623	45
624	56
625	2
626	60
627	39
628	3
629	57
630	56
631	39
632	56
633	20
634	56
635	57
636	59
637	60
638	10
639	53
640	56
641	39
642	27
643	45
644	56
645	17
646	6
647	60
648	56
649	56
650	59
651	41
652	56
653	59
654	8
655	59
656	56
657	6
658	39
659	59
660	56
661	15
662	18
663	6
664	17
665	43
666	39
667	56
668	63
669	56
670	48
671	2
672	56
673	39
674	6
675	56
676	56
677	56
678	2
679	29
680	64
681	56
682	3
683	36
684	6
685	39
686	49
687	10
688	56
689	56
690	6
691	56
692	49
693	6
694	59
695	2
696	56
697	63
698	56
699	2
700	56
701	37
702	60
703	56
704	14
705	63
706	15
707	3
708	39
709	6
710	56
711	45
712	56
713	57
714	4
715	56
716	39
717	39
718	39
719	13
720	2
721	2
722	56
723	20
724	3
725	20
726	19
727	17
728	60
729	62
730	56
731	56
732	59
733	56
734	56
735	39
736	56
737	56
738	6
739	37
740	56
741	13
742	43
743	10
744	56
745	59
746	13
747	59
748	37
749	17
750	66
751	60
752	2
753	56
754	56
755	17
756	27
757	37
758	20
759	3
760	56
761	27
762	27
763	60
764	14
765	27
766	3
767	37
768	56
769	57
770	39
771	56
772	60
773	37
774	60
775	59
776	56
777	43
778	56
779	10
780	13
781	39
782	3
783	39
784	2
785	17
786	59
787	45
788	17
789	56
790	55
791	56
792	56
793	56
794	59
795	41
796	56
797	59
798	17
799	56
800	45
801	49
802	56
803	56
804	45
805	2
806	56
807	57
808	37
809	13
810	49
811	56
812	60
813	56
814	56
815	17
816	60
817	55
818	3
819	60
820	48
821	43
822	27
823	56
824	56
825	17
826	56
827	40
828	56
829	17
830	56
831	60
832	56
833	2
834	66
835	56
836	56
837	37
838	56
839	56
840	56
841	6
842	56
843	59
844	56
845	56
846	55
847	39
848	60
849	56
850	59
851	57
852	2
853	56
854	56
855	56
856	56
857	37
858	37
859	15
860	2
861	46
862	6
863	66
864	60
865	41
866	45
867	59
868	56
869	10
870	56
871	56
872	37
873	56
874	56
875	37
876	17
877	45
878	43
879	59
880	21
881	10
882	56
883	60
884	40
885	37
886	56
887	56
888	56
889	38
890	39
891	45
892	39
893	3
894	37
895	56
896	56
897	14
898	59
899	56
900	56
901	60
902	36
903	59
904	52
905	37
906	24
907	56
908	55
909	56
910	18
911	39
912	28
913	8
914	56
915	2
916	20
917	39
918	56
919	59
920	19
921	60
922	49
923	56
924	59
925	38
926	56
927	60
928	56
929	17
930	23
931	56
932	39
933	17
934	6
935	64
936	56
937	56
938	39
939	2
940	56
941	37
942	8
943	56
944	23
945	56
946	56
947	39
948	17
949	27
950	23
951	24
952	58
953	39
954	18
955	41
956	56
957	2
958	56
959	56
960	56
961	37
962	38
963	20
964	14
965	6
966	24
967	37
968	17
969	57
970	56
971	59
972	39
973	56
974	17
975	39
976	56
977	56
978	39
979	56
980	39
981	56
982	37
983	3
984	56
985	53
986	56
987	27
988	56
989	34
990	24
991	56
992	37
993	57
994	37
995	39
996	39
997	60
998	24
999	56
1000	39
1001	56
1002	17
1003	2
1004	43
1005	56
1006	39
1007	56
1008	56
1009	60
1010	39
1011	60
1012	39
1013	33
1014	4
1015	6
1016	39
1017	56
1018	64
1019	3
1020	2
1021	6
1022	14
1023	56
1024	57
1025	17
1026	39
1027	56
1028	56
1029	13
1030	43
1031	9
1032	56
1033	46
1034	56
1035	38
1036	60
1037	56
1038	56
1039	39
1040	56
1041	53
1042	56
1043	56
1044	60
1045	37
1046	17
1047	45
1048	57
1049	17
1050	6
1051	27
1052	43
1053	56
1054	6
1055	59
1056	59
1057	57
1058	2
1059	7
1060	56
1061	45
1062	59
1063	2
1064	56
1065	56
1066	57
1067	60
1068	60
1069	56
1070	20
1071	2
1072	37
1073	43
1074	49
1075	38
1076	39
1077	56
1078	27
1079	57
1080	60
1081	2
1082	45
1083	57
1084	46
1085	56
1086	45
1087	56
1088	2
1089	56
1090	56
1091	56
1092	3
1093	56
1094	56
1095	64
1096	56
1097	39
1098	47
1099	2
1100	56
1101	56
1102	60
1103	56
1104	56
1105	39
1106	14
1107	56
1108	6
1109	56
1110	56
1111	56
1112	6
1113	57
1114	37
1115	49
1116	3
1117	39
1118	2
1119	59
1120	55
1121	66
1122	48
1123	57
1124	60
1125	57
1126	56
1127	56
1128	56
1129	60
1130	39
1131	56
1132	46
1133	13
1134	66
1135	2
1136	56
1137	43
1138	56
1139	39
1140	10
1141	56
1142	56
1143	59
1144	56
1145	56
1146	39
1147	56
1148	56
1149	15
1150	56
1151	60
1152	56
1153	56
1154	56
1155	39
1156	39
1157	37
1158	3
1159	37
1160	6
1161	56
1162	24
1163	56
1164	13
1165	56
1166	56
1167	27
1168	39
1169	56
1170	37
1171	45
1172	55
1173	17
1174	39
1175	48
1176	15
1177	56
1178	2
1179	37
1180	56
1181	43
1182	11
1183	6
1184	2
1185	56
1186	56
1187	6
1188	59
1189	56
1190	6
1191	60
1192	39
1193	59
1194	64
1195	66
1196	17
1197	56
1198	59
1199	37
1200	56
1201	37
1202	57
1203	39
1204	56
1205	45
1206	56
1207	56
1208	39
1209	59
1210	15
1211	59
1212	56
1213	39
1214	60
1215	56
1216	59
1217	38
1218	56
1219	56
1220	27
1221	56
1222	56
1223	56
1224	59
1225	5
1226	59
1227	43
1228	13
1229	56
1230	37
1231	56
1232	49
1233	57
1234	56
1235	37
1236	56
1237	56
1238	56
1239	64
1240	56
1241	56
1242	56
1243	59
1244	39
1245	59
1246	56
1247	59
1248	37
1249	64
1250	43
1251	56
1252	45
1253	2
1254	3
1255	39
1256	26
1257	10
1258	64
1259	41
1260	60
1261	57
1262	43
1263	17
1264	2
1265	56
1266	38
1267	20
1268	6
1269	17
1270	6
1271	37
1272	11
1273	37
1274	37
1275	56
1276	56
1277	39
1278	39
1279	60
1280	33
1281	57
1282	56
1283	52
1284	13
1285	56
1286	59
1287	10
1288	4
1289	45
1290	23
1291	56
1292	3
1293	56
1294	6
1295	56
1296	59
1297	46
1298	56
1299	17
1300	56
1301	59
1302	37
1303	2
1304	56
1305	4
1306	59
1307	56
1308	13
1309	27
1310	56
1311	56
1312	10
1313	56
1314	56
1315	39
1316	60
1317	60
1318	37
1319	29
1320	66
1321	11
1322	17
1323	56
1324	56
1325	56
1326	37
1327	18
1328	45
1329	39
1330	56
1331	3
1332	39
1333	37
1334	59
1335	37
1336	56
1337	39
1338	43
1339	66
1340	14
1341	56
1342	10
1343	14
1344	56
1345	63
1346	2
1347	56
1348	43
1349	39
1350	56
1351	43
1352	39
1353	56
1354	39
1355	56
1356	45
1357	56
1358	56
1359	56
1360	39
1361	56
1362	37
1363	2
1364	3
1365	49
1366	20
1367	37
1368	17
1369	60
1370	39
1371	2
1372	17
1373	56
1374	37
1375	56
1376	63
1377	7
1378	14
1379	48
1380	37
1381	63
1382	27
1383	38
1384	6
1385	40
1386	2
1387	56
1388	56
1389	39
1390	14
1391	56
1392	57
1393	56
1394	20
1395	39
1396	17
1397	56
1398	60
1399	6
1400	28
1401	37
1402	59
1403	56
1404	43
1405	7
1406	64
1407	56
1408	38
1409	39
1410	59
1411	57
1412	56
1413	56
1414	57
1415	56
1416	56
1417	56
1418	56
1419	3
1420	56
1421	55
1422	17
1423	27
1424	56
1425	2
1426	56
1427	66
1428	20
1429	39
1430	56
1431	39
1432	60
1433	10
1434	39
1435	56
1436	39
1437	55
1438	2
1439	56
1440	3
1441	59
1442	60
1443	2
1444	56
1445	60
1446	56
1447	3
1448	55
1449	41
1450	60
1451	6
1452	56
1453	56
1454	39
1455	56
1456	56
1457	55
1458	56
1459	43
1460	37
1461	56
1462	17
1463	2
1464	60
1465	33
1466	59
1467	37
1468	56
1469	17
1470	56
1471	17
1472	56
1473	59
1474	39
1475	14
1476	48
1477	10
1478	6
1479	7
1480	37
1481	17
1482	56
1483	39
1484	45
1485	56
1486	59
1487	45
1488	56
1489	60
1490	60
1491	66
1492	64
1493	59
1494	7
1495	27
1496	49
1497	60
1498	43
1499	26
1500	8
1501	56
1502	37
1503	56
1504	37
1505	6
1506	17
1507	37
1508	56
1509	7
1510	56
1511	43
1512	56
1513	56
1514	56
1515	41
1516	56
1517	37
1518	57
1519	6
1520	56
1521	56
1522	56
1523	56
1524	48
1525	17
1526	56
1527	37
1528	20
1529	56
1530	37
1531	2
1532	59
1533	14
1534	39
1535	56
1536	7
1537	66
1538	56
1539	56
1540	56
1541	56
1542	56
1543	38
1544	39
1545	39
1546	56
1547	60
1548	56
1549	64
1550	57
1551	10
1552	56
1553	14
1554	37
1555	57
1556	39
1557	53
1558	60
1559	17
1560	62
1561	59
1562	4
1563	60
1564	57
1565	56
1566	56
1567	10
1568	33
1569	56
1570	27
1571	56
1572	45
1573	17
1574	56
1575	56
1576	6
1577	52
1578	56
1579	64
1580	56
1581	6
1582	2
1583	59
1584	43
1585	57
1586	45
1587	66
1588	26
1589	37
1590	17
1591	6
1592	43
1593	52
1594	59
1595	59
1596	66
1597	10
1598	56
1599	2
1600	39
1601	56
1602	56
1603	6
1604	56
1605	59
1606	59
1607	62
1608	6
1609	2
1610	56
1611	33
1612	39
1613	2
1614	56
1615	56
1616	43
1617	60
1618	39
1619	2
1620	11
1621	39
1622	56
1623	57
1624	3
1625	3
1626	2
1627	2
1628	56
1629	3
1630	59
1631	48
1632	60
1633	39
1634	24
1635	53
1636	59
1637	7
1638	56
1639	43
1640	60
1641	37
1642	14
1643	56
1644	3
1645	56
1646	56
1647	18
1648	56
1649	56
1650	56
1651	6
1652	10
1653	56
1654	52
1655	34
1656	26
1657	56
1658	39
1659	3
1660	56
1661	49
1662	10
1663	64
1664	56
1665	45
1666	6
1667	60
1668	34
1669	37
1670	40
1671	43
1672	56
1673	56
1674	59
1675	13
1676	56
1677	39
1678	18
1679	3
1680	59
1681	45
1682	17
1683	39
1684	6
1685	59
1686	37
1687	56
1688	6
1689	13
1690	56
1691	59
1692	59
1693	56
1694	56
1695	56
1696	39
1697	37
1698	40
1699	27
1700	43
1701	39
1702	60
1703	27
1704	59
1705	66
1706	39
1707	39
1708	59
1709	56
1710	45
1711	56
1712	56
1713	43
1714	37
1715	56
1716	45
1717	57
1718	39
1719	45
1720	6
1721	43
1722	45
1723	43
1724	57
1725	43
1726	57
1727	60
1728	37
1729	66
1730	49
1731	56
1732	56
1733	53
1734	60
1735	60
1736	41
1737	57
1738	56
1739	2
1740	2
1741	27
1742	64
1743	2
1744	28
1745	60
1746	57
1747	49
1748	46
1749	56
1750	17
1751	39
1752	56
1753	37
1754	14
1755	17
1756	43
1757	60
1758	56
1759	56
1760	59
1761	56
1762	37
1763	17
1764	56
1765	17
1766	56
1767	6
1768	60
1769	56
1770	63
1771	49
1772	43
1773	39
1774	2
1775	57
1776	56
1777	17
1778	14
1779	56
1780	3
1781	37
1782	40
1783	56
1784	39
1785	60
1786	64
1787	56
1788	17
1789	56
1790	43
1791	64
1792	56
1793	2
1794	59
1795	56
1796	56
1797	3
1798	37
1799	3
1800	6
1801	39
1802	45
1803	60
1804	2
1805	56
1806	37
1807	56
1808	37
1809	45
1810	17
1811	2
1812	26
1813	39
1814	14
1815	56
1816	14
1817	47
1818	14
1819	3
1820	6
1821	13
1822	66
1823	56
1824	39
1825	49
1826	48
1827	27
1828	37
1829	39
1830	24
1831	6
1832	13
1833	56
1834	37
1835	56
1836	56
1837	11
1838	49
1839	60
1840	6
1841	53
1842	2
1843	39
1844	2
1845	39
1846	56
1847	8
1848	13
1849	43
1850	66
1851	37
1852	10
1853	47
1854	56
1855	59
1856	14
1857	56
1858	59
1859	39
1860	37
1861	43
1862	56
1863	39
1864	56
1865	39
1866	56
1867	33
1868	37
1869	59
1870	52
1871	33
1872	56
1873	37
1874	56
1875	59
1876	27
1877	43
1878	2
1879	17
1880	56
1881	56
1882	3
1883	56
1884	59
1885	17
1886	53
1887	56
1888	27
1889	59
1890	56
1891	37
1892	13
1893	56
1894	55
1895	37
1896	27
1897	43
1898	56
1899	60
1900	56
1901	59
1902	37
1903	17
1904	37
1905	56
1906	39
1907	59
1908	59
1909	43
1910	43
1911	56
1912	10
1913	23
1914	33
1915	60
1916	51
1917	37
1918	60
1919	59
1920	66
1921	56
1922	56
1923	59
1924	60
1925	60
1926	17
1927	56
1928	66
1929	13
1930	10
1931	56
1932	17
1933	37
1934	7
1935	39
1936	60
1937	39
1938	56
1939	2
1940	39
1941	2
1942	60
1943	56
1944	60
1945	37
1946	37
1947	56
1948	3
1949	27
1950	39
1951	37
1952	57
1953	39
1954	28
1955	59
1956	43
1957	60
1958	19
1959	13
1960	66
1961	3
1962	39
1963	37
1964	57
1965	56
1966	14
1967	39
1968	34
1969	56
1970	45
1971	56
1972	45
1973	17
1974	10
1975	56
1976	2
1977	56
1978	56
1979	2
1980	47
1981	56
1982	45
1983	43
1984	37
1985	56
1986	56
1987	57
1988	66
1989	2
1990	10
1991	45
1992	37
1993	43
1994	29
1995	56
1996	56
1997	34
1998	27
1999	6
2000	37
2001	45
2002	17
2003	39
2004	39
2005	6
2006	56
2007	56
2008	59
2009	53
2010	43
2011	56
2012	64
2013	55
2014	60
2015	47
2016	37
2017	56
2018	6
2019	60
2020	56
2021	56
2022	56
2023	6
2024	14
2025	56
2026	17
2027	56
2028	39
2029	37
2030	56
2031	56
2032	17
2033	13
2034	6
2035	59
2036	56
2037	17
2038	56
2039	59
2040	2
2041	10
2042	56
2043	63
2044	13
2045	3
2046	57
2047	39
2048	53
2049	56
2050	56
2051	56
2052	56
2053	56
2054	3
2055	43
2056	60
2057	27
2058	56
2059	2
2060	56
2061	57
2062	56
2063	45
2064	37
2065	3
2066	2
2067	18
2068	26
2069	18
2070	49
2071	39
2072	56
2073	45
2074	43
2075	2
2076	56
2077	60
2078	37
2079	39
2080	45
2081	43
2082	56
2083	57
2084	56
2085	56
2086	55
2087	56
2088	56
2089	37
2090	6
2091	56
2092	39
2093	59
2094	66
2095	14
2096	8
2097	59
2098	55
2099	10
2100	2
2101	66
2102	59
2103	6
2104	49
2105	39
2106	60
2107	38
2108	59
2109	56
2110	34
2111	56
2112	60
2113	57
2114	17
2115	56
2116	27
2117	27
2118	36
2119	56
2120	24
2121	43
2122	39
2123	2
2124	59
2125	56
2126	56
2127	56
2128	45
2129	6
2130	56
2131	39
2132	56
2133	2
2134	56
2135	43
2136	3
2137	17
2138	39
2139	56
2140	56
2141	59
2142	43
2143	56
2144	56
2145	39
2146	60
2147	59
2148	41
2149	18
2150	56
2151	59
2152	2
2153	39
2154	7
2155	56
2156	56
2157	2
2158	57
2159	37
2160	57
2161	56
2162	10
2163	28
2164	56
2165	57
2166	2
2167	56
2168	33
2169	14
2170	2
2171	59
2172	56
2173	56
2174	37
2175	3
2176	37
2177	56
2178	17
2179	56
2180	39
2181	2
2182	2
2183	39
2184	56
2185	6
2186	24
2187	56
2188	17
2189	59
2190	38
2191	27
2192	56
2193	14
2194	6
2195	59
2196	56
2197	56
2198	24
2199	39
2200	56
2201	59
2202	2
2203	56
2204	59
2205	37
2206	56
2207	56
2208	56
2209	56
2210	52
2211	56
2212	60
2213	56
2214	56
2215	56
2216	45
2217	17
2218	39
2219	4
2220	59
2221	57
2222	45
2223	66
2224	37
2225	59
2226	39
2227	45
2228	57
2229	60
2230	53
2231	60
2232	60
2233	13
2234	56
2235	60
2236	18
2237	23
2238	56
2239	56
2240	37
2241	63
2242	56
2243	59
2244	60
2245	56
2246	56
2247	56
2248	56
2249	33
2250	56
2251	56
2252	63
2253	37
2254	39
2255	56
2256	56
2257	45
2258	17
2259	19
2260	59
2261	37
2262	56
2263	56
2264	39
2265	60
2266	37
2267	57
2268	46
2269	43
2270	3
2271	59
2272	43
2273	24
2274	56
2275	56
2276	56
2277	39
2278	37
2279	39
2280	43
2281	17
2282	37
2283	60
2284	59
2285	43
2286	39
2287	56
2288	33
2289	56
2290	37
2291	27
2292	39
2293	59
2294	59
2295	43
2296	40
2297	3
2298	59
2299	6
2300	60
2301	56
2302	2
2303	2
2304	59
2305	56
2306	56
2307	14
2308	6
2309	45
2310	6
2311	45
2312	56
2313	59
2314	56
2315	45
2316	3
2317	56
2318	56
2319	6
2320	60
2321	59
2322	59
2323	19
2324	45
2325	57
2326	64
2327	48
2328	64
2329	39
2330	56
2331	48
2332	66
2333	27
2334	56
2335	56
2336	56
2337	39
2338	2
2339	56
2340	37
2341	55
2342	56
2343	59
2344	62
2345	59
2346	60
2347	37
2348	56
2349	15
2350	2
2351	56
2352	59
2353	59
2354	59
2355	56
2356	56
2357	60
2358	6
2359	2
2360	63
2361	39
2362	6
2363	39
2364	10
2365	56
2366	59
2367	3
2368	56
2369	7
2370	37
2371	60
2372	56
2373	6
2374	37
2375	39
2376	56
2377	3
2378	6
2379	56
2380	39
2381	55
2382	56
2383	3
2384	39
2385	52
2386	60
2387	43
2388	7
2389	38
2390	56
2391	56
2392	37
2393	3
2394	45
2395	56
2396	6
2397	53
2398	56
2399	10
2400	2
2401	20
2402	3
2403	37
2404	39
2405	39
2406	2
2407	60
2408	56
2409	20
2410	56
2411	59
2412	56
2413	60
2414	37
2415	56
2416	43
2417	56
2418	45
2419	37
2420	56
2421	56
2422	39
2423	3
2424	39
2425	60
2426	59
2427	39
2428	66
2429	57
2430	39
2431	56
2432	60
2433	14
2434	13
2435	56
2436	56
2437	52
2438	56
2439	56
2440	45
2441	4
2442	39
2443	39
2444	15
2445	56
2446	59
2447	56
2448	56
2449	56
2450	38
2451	27
2452	3
2453	39
2454	17
2455	14
2456	60
2457	60
2458	60
2459	17
2460	13
2461	60
2462	57
2463	56
2464	56
2465	2
2466	14
2467	15
2468	46
2469	49
2470	60
2471	2
2472	60
2473	13
2474	56
2475	62
2476	45
2477	56
2478	37
2479	20
2480	52
2481	6
2482	59
2483	39
2484	56
2485	17
2486	56
2487	66
2488	39
2489	37
2490	59
2491	56
2492	56
2493	21
2494	17
2495	56
2496	39
2497	2
2498	66
2499	56
2500	12
2501	6
2502	39
2503	26
2504	1
2505	2
2506	3
2507	14
2508	56
2509	6
2510	56
2511	17
2512	56
2513	37
2514	57
2515	60
2516	3
2517	45
2518	59
2519	39
2520	56
2521	48
2522	56
2523	57
2524	56
2525	56
2526	56
2527	37
2528	29
2529	57
2530	17
2531	3
2532	2
2533	56
2534	53
2535	60
2536	66
2537	56
2538	63
2539	56
2540	56
2541	59
2542	59
2543	60
2544	17
2545	37
2546	39
2547	18
2548	39
2549	2
2550	2
2551	2
2552	2
2553	56
2554	17
2555	56
2556	56
2557	55
2558	56
2559	49
2560	56
2561	57
2562	56
2563	60
2564	56
2565	56
2566	43
2567	45
2568	59
2569	60
2570	39
2571	2
2572	21
2573	39
2574	59
2575	62
2576	56
2577	14
2578	56
2579	56
2580	45
2581	43
2582	59
2583	56
2584	63
2585	56
2586	27
2587	63
2588	13
2589	37
2590	45
2591	60
2592	39
2593	17
2594	56
2595	20
2596	37
2597	2
2598	56
2599	39
2600	37
2601	56
2602	52
2603	60
2604	56
2605	37
2606	52
2607	56
2608	43
2609	23
2610	64
2611	27
2612	56
2613	56
2614	2
2615	56
2616	59
2617	60
2618	56
2619	60
2620	10
2621	27
2622	8
2623	3
2624	2
2625	53
2626	37
2627	2
2628	56
2629	17
2630	63
2631	2
2632	37
2633	38
2634	3
2635	56
2636	39
2637	43
2638	33
2639	56
2640	2
2641	63
2642	13
2643	6
2644	55
2645	6
2646	6
2647	63
2648	3
2649	56
2650	59
2651	56
2652	38
2653	56
2654	17
2655	39
2656	35
2657	56
2658	56
2659	56
2660	6
2661	10
2662	59
2663	33
2664	17
2665	29
2666	7
2667	56
2668	10
2669	48
2670	56
2671	56
2672	45
2673	56
2674	14
2675	26
2676	45
2677	56
2678	56
2679	39
2680	27
2681	13
2682	37
2683	3
2684	56
2685	6
2686	13
2687	2
2688	56
2689	56
2690	37
2691	3
2692	56
2693	56
2694	39
2695	3
2696	56
2697	56
2698	56
2699	2
2700	66
2701	59
2702	56
2703	39
2704	2
2705	17
2706	56
2707	56
2708	2
2709	56
2710	37
2711	60
2712	59
2713	63
2714	56
2715	56
2716	28
2717	17
2718	60
2719	60
2720	56
2721	56
2722	55
2723	56
2724	56
2725	56
2726	6
2727	2
2728	17
2729	57
2730	39
2731	45
2732	56
2733	48
2734	56
2735	56
2736	2
2737	2
2738	39
2739	56
2740	2
2741	45
2742	7
2743	47
2744	27
2745	56
2746	56
2747	59
2748	2
2749	56
2750	4
2751	56
2752	35
2753	59
2754	64
2755	59
2756	7
2757	37
2758	56
2759	56
2760	60
2761	56
2762	48
2763	22
2764	56
2765	59
2766	13
2767	63
2768	59
2769	56
2770	37
2771	56
2772	55
2773	6
2774	37
2775	57
2776	3
2777	38
2778	39
2779	60
2780	56
2781	10
2782	27
2783	56
2784	56
2785	57
2786	43
2787	39
2788	56
2789	26
2790	45
2791	18
2792	2
2793	56
2794	59
2795	56
2796	7
2797	17
2798	66
2799	56
2800	56
2801	14
2802	47
2803	56
2804	56
2805	60
2806	59
2807	60
2808	56
2809	57
2810	56
2811	39
2812	6
2813	17
2814	17
2815	19
2816	56
2817	56
2818	48
2819	37
2820	48
2821	59
2822	56
2823	56
2824	56
2825	59
2826	2
2827	56
2828	3
2829	38
2830	2
2831	27
2832	56
2833	56
2834	3
2835	56
2836	10
2837	65
2838	59
2839	38
2840	45
2841	39
2842	56
2843	4
2844	13
2845	56
2846	17
2847	60
2848	60
2849	45
2850	56
2851	57
2852	3
2853	2
2854	56
2855	39
2856	56
2857	56
2858	39
2859	56
2860	60
2861	3
2862	56
2863	2
2864	48
2865	60
2866	56
2867	60
2868	39
2869	39
2870	18
2871	66
2872	17
2873	7
2874	14
2875	21
2876	56
2877	56
2878	24
2879	39
2880	56
2881	56
2882	39
2883	60
2884	56
2885	57
2886	7
2887	57
2888	56
2889	60
2890	60
2891	60
2892	15
2893	56
2894	60
2895	17
2896	45
2897	56
2898	56
2899	64
2900	56
2901	59
2902	3
2903	17
2904	56
2905	17
2906	13
2907	2
2908	2
2909	56
2910	37
2911	60
2912	56
2913	13
2914	55
2915	64
2916	39
2917	20
2918	37
2919	26
2920	56
2921	45
2922	10
2923	60
2924	56
2925	2
2926	45
2927	56
2928	56
2929	39
2930	6
2931	13
2932	6
2933	2
2934	59
2935	6
2936	43
2937	39
2938	37
2939	39
2940	56
2941	59
2942	27
2943	56
2944	56
2945	52
2946	39
2947	56
2948	56
2949	43
2950	64
2951	3
2952	59
2953	37
2954	59
2955	56
2956	17
2957	56
2958	24
2959	43
2960	14
2961	56
2962	56
2963	39
2964	38
2965	59
2966	38
2967	56
2968	2
2969	2
2970	24
2971	57
2972	59
2973	43
2974	4
2975	41
2976	39
2977	17
2978	57
2979	59
2980	56
2981	14
2982	43
2983	59
2984	56
2985	39
2986	2
2987	56
2988	56
2989	46
2990	17
2991	56
2992	3
2993	39
2994	56
2995	56
2996	55
2997	55
